 ,restaurant,menu,total_star,review,food,delvice,
7596,버거킹-사당역점(24),"통새우와퍼세트/1(음료변경(씨그램R),사이드변경(코울슬로)),불고기와퍼세트/1(음료변경(씨그램R),사이드변경(코울슬로)),치즈와퍼세트/1(음료변경(코카-콜라R（변경 없음 ）),사이드변경(너겟4조각)),와퍼주니어세트/2(음료변경(코카-콜라R（변경 없음 ）),사이드변경(프렌치프라이（R）)),코울슬로/1",4,잘먹었습니다~~,5,3,
7597,파리바게뜨-당산역삼성점,"단백질 듬뿍 로스트치킨샐러드/1,꽃맛살 고로케/1,찹쌀앙금빵/1,달콤고소한밤롤브레드/1",5,샐러드는 저 고로케는 아들이.. 항상 애용합니다,5,3,
7598,정다함돈가스-신림점,"스페셜콤보（치즈1＋등심1＋치킨 가슴살1＋안심치킨2＋민찌5）/1(추가 선택(등심（1장）추가)),냉모밀/1,우동/2",2,리뷰가 좋아서 기대했는데.. 기대가 넘 심했나보네요~ 치즈돈까스는 구냥~ 그렇고 다른 돈까스는 푸석푸석 퍽퍽했어요~ 배달이 많아서였는지 튀겨진후 한.. 참 만에 온듯한 느낌~ 푸.. 다시는 리뷰믿고 시키지 않으려 하네욥,1,3,
7599,나눔국수,"멸치국수/1,쫄면/1,참치김밥/1",2,무슨 쫄면에 계란이 없냐ㅋㅋ 전화 해서 물어보니 무슨 원래 없는 거라내ㅋㅋ 어이가 없네 맛도 드럽게 없는데 무슨 배짱으로 장사하시죠?,1,3,
7600,걸작떡볶이치킨-서울합정점,"숯불킹떡순튀세트/1(떡볶이 사이즈 선택(숯불킹떡볶이 （R）),맛 선택(중간매운맛),음료 변경 선택(콜라 1.25L로 변경))",5,배달이 예정시간보다 일찍와서 좋았구요 맛있었어요!! 둘이서 먹었는데 양도 많아서 배부르게 먹었습니다,5,5,
7601,손참치스시,1人（혼술선）20~22P/1,2,"장국도, 김도 더 주셔서 감사합니다 그런데 아.. 조금씩 녹으면서 반먹고 버렷습니다 너무 맛없어요..슬라임처럼 입에서 이상하게 번지고 젓가락으로 찌르면 구멍이 뚫립니다.. 가서 먹으면 무조건 컨플레인건인데.. 그래도 요청사항 들어주셔서.. 감사합니다 양도 다 먹었으면 괜찮았을거에요",3,5,
7602,BHC-합정역점,펌치킨/1,1,너무 맛있어요! 근데 닭다리가 없어요!! 2개 다 없어요!! 할인기간이라 뺀건가요?!?! 이런적 처음이에요!,3,3,
7603,마라중독마라탕,"마라샹궈/1(사이즈 선택(소),맛 선택(2단계 중간 매운맛（주방장 추천하는맛）),추가 선택(공기밥 추가)),꿔바로우/1(사이즈 선택(중))",3,리뷰이벤트 요청드렸는데 아무것도 안왔네요,3,1,
7604,카페아뜰리에,"플레인 요거트 프라페/1,마들렌/1(마들렌 맛선택(얼그레이 마들렌))",3,잘먹었어요. 마들렌은 좀 퍽퍽해서 샐각햇던 맛은 아니예요 ㅠㅠ,3,3,
7605,오태식해바라기치킨-강남센텀점,해바라기 아줌마 반반 치킨/1(뼈 or 순살(（변경없음）뼈)),4,"전.. 선바보고시켰습니다 .. 저는 양념이 굉장히 맜있더라구요 ㅠㅠ ㄹㅇ ㅠㅠ 양념치킨 미쳤습니다 엄마도 맛있으시다 그러고 개꿀맛이에요. 선바님은 후라이드 파였지만 저는 양념이 더 맜있었어요! 예를들어 까르보불닭을 겁나 좋아하면 양념 치킨 딱 입맛에 맞으실꺼에요 , 아빠가 맥주땡긴다고 한건 처음이라 진짜 맜있었습니다! 단지 양이 조금 부족 ㅎㅎ",3,3,
7606,또아파니니&샐러드,"Best 햄치즈샌드위치/1,Best 아보카도 루꼴라 샌드위치/1",4,무난무난하게 맛났어용 다음에 또 시키려구용,5,3,
7607,BBQ-잠실엘스점,황금올리브닭다리/1,2,60분뒤 도착한다고 통보받고 정확히 92분뒤에 배달받음,3,1,
7608,롤앤스파게티-화곡점,"스페샬돈까스（김밥＋쫄면＋만두＋야채）/1,김치찌개/1",5,처음 주문해봤는데 구성도 알차고 양도 많고. 맛도 좋고 배달도 신속 친절하네요. 제가 원래 시켜먹던 식당이 있었는데 여기가 메뉴도 많고 괜찮아서  이젠 여기서 시켜야 겠습니다. 잘 먹었습니다.,5,3,
7609,청춘족발보쌈-대박점,보쌈＋족발세트＋쟁반국수/1(사이즈 선택(小)),5,정말 맛이있어요!! 양도 정말 많아요. 다음에 또 시켜먹을거예요!!,5,3,
7610,다담족발,겉절이보쌈＋족발＋즉석떡볶이＋묵은지찌개＋비빔냉면＋겉절이김치/1(사이즈 선택(소)),1,"배달이 늦게 왔어요. ㅠㅜ 그래서 그런가 떡볶이는 심하게 불어 서로 붙어있고, 비빔냉면도 완전 불어있어 먹을수가 없어요. ㅠㅜ  겉절이가 맛있어요.  아이들과 같이 먹는다고 하니 안 맵게 만들어주셨어요. 사장님도 친절하시구요.  떡볶이와 비빔냉면이 불지 않았으면 어땠을지 모르겠어요..",5,3,
7611,불맛직화쭈꾸미&비빔밥,"인기 불맛쭈꾸미세트（쭈꾸미＋날치알＋콘샐러드＋연두부＋김＋콩나물＋무채＋깻잎＋미역냉국）/1(맛 선택(매운맛),사이즈 선택(1人),메뉴 선택(쭈꾸미),공기밥 선택(공기밥필요없음),마요네즈 토핑 선택(마요네즈 토핑 추가))",5,전에는 마요네즈 위에 안뿌려주셬ㅅ는데 이제는 뿌려서 오나봐요 맛있게 잘먹었습니다,5,3,
7612,투썸플레이스-구의역점,"옥수수바 팝콘 빙수/1,할라피뇨스테이크바게트샌드위치/1",4,이벤트로 잘먹었습니다.,5,3,
7613,24시홍대1L커피101마카롱아이스크림,"달콤아이스초코（16oz）/1,생과일딸기듬뿍쥬스（16oz）/1,진한떠먹는순수우유생크림케익/1,게르만초컬릿 마카롱아이스크림/1",5,달달하니 맛있어요! 자주 시킬게요,5,3,
7614,KFC-신림역점,"징거더블다운박스/1(사이드변경(케이준후라이),음료변경(생수교환))",5,맛있었습니다 최고!,5,3,
7615,동해마라탕&양꼬치&요리,새우튀김/1,1,"아이가 새우튀김이 먹고싶다고하여 고르고 골라 주문했습니다. 분식집 냉동새우튀김이 아니길 빌며 기다렸는데..이게 뭡니까? 18000원짜리 칵테일새우튀김이라니요? 메뉴사진이랑 이렇게나 달라도 되는겁니까? 전화드리니 우리는 원래 이렇게 나갔고, 이제껏 아무도 불만 얘기한적 없다라고만 하시네요. 정말 너무 어이가 없어서 리뷰 별 1개 처음으로 올려봅니다.",3,1,
7616,홍콩반점0410-홍대2호점,"짜장면/1,짬뽕（면 별도포장）/1,탕수육（1박스）（소스 별도포장）/1(탕수육 소스 선택(기본 （새콤달콤 소스）))",4,짬뽕국물도 완전 적게 주시고 단무지도 안왔어요!!  서비스 만두도 너무 타서 왔네요 오늘 넘 실망입니다 ㅜㅜ,1,1,
7617,봉구비어-구로구청점,"봉구알소세지모둠/1,크림생맥주 500cc/1",5,첨시켰는데 맛있네요~,5,3,
7618,모스버거-강남서초점,"[BEST]모스BBQ치즈버거 세트/1(사이드선택(어니언링),음료선택(코카콜라제로 L)),[수량한정] 오코노미야끼라이스버거/1,[BEST]새우카츠버거/1",3,기름이 오래됬는지 어니언링이 까맣고 버거에서도 기름맛이 강하네요  오꼬노야끼도 뭔가 비렸어요 ㅠ,1,3,
7619,호식이두마리치킨-대림점,"레몬크림탕슈（안심）＋한마리 세트/1(소스 선택(매운간장),기본음료선택(콜라 기본)),로제크림치즈볼（6개）/1",2,맛은 괜찮았으나 배달이 거의 주문 2시간 가까이 걸려서 아쉬웠네요ㅠㅠ,5,1,
7620,꿀벌닭강정-신림역점,"꿀벌닭강정/1(사이즈 선택(中)),떡추가/1",5,맛있게 잘 먹었습니다,5,3,
7621,서소문순두부보쌈-본점,삼겹 묵은지 김치찜/2,2,리뷰가 좋아서 처음 시켰는데.. 너무짜서 먹기가 힘드네요  다시는 시켜먹지 않을것같아요,1,3,
7622,싸움의고수-신림점,1인 보쌈L/1(추가 메뉴 1(미소장국 （ 1인분 ）)),5,감사합니다 잘 먹었어요,5,3,
7623,셰프의돈까스,"수제돈까스（2장）/1,김치볶음밥 /1",4,양 많고 맛있어요..돈까스  소스 맛있네용..^^,5,3,
7624,리칭,"볶음밥/1(곱배기 추가 선택(곱배기)),잡채밥/1",4,잘먹었습니다! 엄청 빠르네요,5,3,
7625,희래등-영등포지점,삼선짬뽕밥/1(추가 선택(곱빼기 추가)),1,문앞에 놓고 가달라고 말한 뒤에 문열고 들어오는데 걷다가 짬뽕 국물이 확 넘쳐서 옷 흥건히 적시고 집 바닥 가구 여기저기 다 묻었습니다. 보니까 랩을 평소보다 덜 감았고 구석에 구멍이 나있더라고요. 구멍난 채 왔는데 철가방 안에선 무사하긴 했는지 의문입니다. 쿠폰 35장 모을 정도로 자주 먹었는데.. 뭐 이런 일이 다 있나 싶어 황당하네요. 맛은 매번 그렇듯 평범합니다.,3,1,
7626,KFC-홍익대점(심야),"켄터키바비큐통다리구이 2조각/1,켄터키치킨립 3조각/1,고추콰삭블랙라벨 1조각/1",1,으음~~역시 배달시간은 기본 30분 오버하고 음식은 다 식었고~~,3,1,
7627,한남불닭,"직화 무뼈닭발/1(사이즈 선택(小),세트 추가 선택(세트로 변경（계란찜쿨피스＋날치알주먹밥）),맛 선택(순한맛)),날치알주먹밥/1",3,배달은 오래걸렸는데 맛있네요 ! 너무 배고파서 이미 먹어버렸어요,5,1,
7628,희래등-영등포지점,"간짜장/1,고추짬뽕/1",4,배달도빠르고 맛도좋고 좋아요 ㅎㅎ,5,5,
7629,메이지MAGE,"아메리카노/1(원두 선택(EL DIABLO（다크초코, 고소함）),HOT or ICE 선택(ICE（벤티 사이즈 UP）)),오레오 쉐이크/1,엄마손 스콘/1(디저트 곁들임 추가(딸기쨈))",2,빨대 안넣어줌..,3,1,
7630,베트남쌀국수미스사이공-건대점,"소고기 쌀국수/1(사이즈 선택(보통)),사이공 볶음밥/1(사이즈 선택(보통))",1,"소고기 쌀국수에 면이랑 소고기는 없고, 국물이랑 콩나물밖에 없어요..매장과 커뮤니케이션을 하고싶지만 번호도 없고..좀 더 신경써주시면 좋겠어요",1,3,
7631,스시데이,광어＋연어초밥 10ps/1,2,맛은 보통입니다.  대신에 가격 대비 양이 좀 적은거같네요~,1,3,
7632,북촌손만두-왕십리역사점,"북촌피냉면/1(맛 선택(보통맛)),북촌만둣국/1",1,피냉면 메인 아닌가요? 냉면 컨디션 ..면발 다 불어 있고 엄청 미지근하더라구요 다신 주문 안할거 같아요,3,1,
7633,동해마라탕&양꼬치&요리,양꼬치 10개/3,5,양꼬치만 3세트 시켰습니다. 리뷰이벤트로 야채무침달라고 말씀드렸는데 예상했던대로 천추와 건두부로 무친 무침이왔어요. 중식당에 있을때 같이 계시던 중국인 실장님이 자주 해주셨는데 그 맛 똑같았어요. 양꼬치도 양이 엄청 실해요. 양꼬치 무한리필집가도 기본퀄리티는 있어서 사실 1인분씩 사먹는게 돈아깝긴 했지만 여기 양은 진짜 충분하네요. 만두까지 서비스 주셔서 남자둘이 한팩은 남겼어요. 물론 다른 메뉴도 있긴했어요. 여튼 맛있게 잘먹었습니다.,5,3,
7634,에페돈까스,"수제등심돈까스/1,반모밀（소바）/1",3,배달은 빠르고 친절하심 맛은 없어서 반먹고 버림 빠른배송인건 좋은데.. ㅠ,1,5,
7635,호야생과일쥬스&눈꽃빙수,"아이스 아메리카노/1,모듬 과일 도시락 1인/1",3,1인과일 도시락이 가격에 비해 구성한 과일들이 너무 저렴한듯하네요.. 넘 비싸요,1,3,
7636,현경,세트9（탕수육＋짜장or짬뽕）/1(식사선택(짜장)),1,짜장면 면은 떡져있고 소스도 없어요..  내 평생 이렇게 돼지냄새 심하게 나는 탕수육은 처음 먹어봅니다,3,1,
7637,취홍,"삼선쟁반짜장/1,짬뽕국물1공기/1",4,저 원래 퍼진거 잘먹는데 이번엔 너무 심했어요 저번에는 맛있게 먹었는데 이번엔 진짜 무슨 입안에서 살살 녹던데..,1,1,
7638,버거킹-건대입구역점,"더블화이트갈릭와퍼 세트/1(음료변경(코카-콜라L),사이드변경(프렌치프라이（R）)),미닛메이드/1",1,,3,3,
7639,피자헛-성수점,"[16%할인가] 메가크런치 콤비세트A/1(메가크런치 피자 선택(얌얌페페로니),＋리치치즈파스타SET(리치치즈파스타),사이드박스 추가(선택하지 않음))",5,맛 질 양 넘 만족!  재주문의사 100 !,5,3,
7640,잇타이,"팟씨유/1,꾸에띠여우 똠얌 크리미（똠얌크리미 쌀국수）/1(사이즈 선택(M)),루엄 아한텃 M/1,공기밥 （안남미）/1",2,맛은 있었는데 뭔가 잘못됐나봐요. 다음날 두드러기 엄청 올라오고 엄청 간지럽더라구요 ㅠㅠ,5,3,
7641,산골닭강정-행당점,순한맛（양념）/1(사이즈 선택(大)),4,배달 빠르게 와서 놀랐고 양도 많아서 놀랐어요! 맛은 평범해요!,5,5,
7642,아웃백-서초점,아웃백 스페셜 갈릭 스테이크/1(스테이크굽기 선택(미디엄레어)),5,맛나게 잘먹었습니다 돗자리 ? 도 잘 받았어요 감사합니다,5,5,
7643,초밥한잎,"장어덮밥/1(추가메뉴(타코야끼10개,콜라1.25L 추가))",2,장어 냉동인가봄 내가생각했던 장어덥밥이아니였다.ㅠ,1,3,
7644,교촌치킨-봉천4호점,교촌반반순살[R]/1(디핑소스 추가(교촌무우)),1,정말 교촌은 왠만하면맛있는데..여긴ㅠㅠ,1,3,
7645,신선설농탕-목동점,설렁탕（HIT）/1(사이즈 선택(中（보통）)),4,좋아요 설렁탕  앗과 배달,5,5,
7646,버거킹-사당역점,"통새우X 세트/1(음료변경(코카-콜라R（변경 없음 ）),사이드변경(프렌치프라이（R）)),코코넛쉬림프3조각＋칠리소스/1",3,통새우   처음인데 제 입맛엔 그닥이네요 스태커나 몬스터와퍼들이 더 맛있었어요ㅠ 코코넛쉬림프도 기대 이하.. 차라리 치킨이 나은 듯 배달예정 시간보다 조금 일찍왔는데 버거며 감튀며 식은 수준이아니라 차갑고 콜라 얼음도 꽤나 녹아있는게.. ㅡㅡ 이번은 메뉴도 배달도 전체적으로 실망이였습니다,1,1,
7647,왕돈까스왕냉면,"우동/1,왕돈까스/1",2,우동있데 우동아닌것 같은 우동   이런우동 처음먹어 본 맛입니다,1,3,
7648,카레는카레와,"로스까스카레/1(매운맛 선택(2단계-신라면 정도의 매운맛),토핑 추가 선택(감자고로케)),카라아게카레/1(매운맛 선택(2단계-신라면 정도의 매운맛))",2,가격에 비해 토핑양이 적네요. 가라아케도 완제품 쓰시는거같은데 양 적어요.,1,3,
7649,명품부대찌개,명품부대찌개 곱빼기/1,2,계란말이도 안오고 국물만 가득 밥 추가할라했는데 너무 맛없어서 추가했으면 큰일날뻔..다 버렸네요,1,3,
7650,신선설농탕-목동점,떡만두설농탕/1,4,저번엔 떡을 같이 끓여다 주셨는데 이번엔 따로 주셨네요. 바빠서 빨리 먹으려고 시킨거라 떡은 결국 못 먹어서 아쉬웠습니다. 양도 확연히 적었고요. 다음엔 개선 부탁드려요.,1,1,
7651,배스킨라빈스-잠실홈플러스점,"쿼터/1(아이스크림 선택（쿼터）(엄마는 외계인,뉴욕치즈케이크,초코나무 숲,스노우 치즈 초콜릿),대체맛 선택（쿼터）(（대체）엄마는 외계인,（대체）31-요거트),포장 이동시간(1시간30분),쿼터 스푼 선택(스푼 5개))",1,아니.. 대체맛으로 선택한맛을 제일 양을 많이주시면 어떡해요.. 아진짜,3,1,
7652,KFC-방배역점,"치짜구마박스/1(사이드변경(케이준후라이（L）),음료변경(코크제로교환))",5,배달 진짜 빠르네요 ㅎㅎ  치짜구마 맛있다 맛있다라는 소리만 듣다가 이번에 먹어봤어요!  맛있긴 맛있는데 칼로리가.. ㅋㅋ  그래도 맛있으니까 된거죠!,5,5,
7653,현선이네-청계직영점,"반반떡（중간맛）/1,꼬마김밥（1개）/7,모듬튀김（골고루）/1,오뎅（1개）/2,오뎅（4개）/1,순대（1인분）/1,계란（2개）/1",3,맛은 있어요 수저 젓가락 주문내역 안왔어요,5,1,
