restaurant,menu,review,annotator,food,delvice,label
구로영양족발,매운족발/1(사이즈 선택(中)),포장비닐을 뜯는 순간 맛있는 냄새로 사진 찍기도 전에 젓가락들이 막 들어오는걸 막고 급하게 찍었네요~~ 불냄새에 매콤 쫄깃 너무 맛나서 주먹밥하고 같이먹고 부족한아이는 집에 있던 밥에 같이 먹었네요~~^^ 너무 맛있게 잘 먹었습니다.,상민,5,3,7
구로영양족발,"냉채＋일반족발/1(사이즈 선택(中),음료 사이즈 선택(콜라 1.25L로 변경))",콩나물국에 머리카락 들어있었어요. 이것만 빼면 족발은 맛있네요. 냉채족발이 더 맛있어요.,상민,0,0,9
구의동중국관,탕짬면/1,그동안 중국집 배달 시켜 먹으면서 단 한번도 만족한적 없었는데 드디어 찾았네요 진짜 맛잇게 잘 먹었습니다  탕수육도 정말 바삭하고 짬뽕은 기가 막히네요  먹고 있는데도 더 시키고 싶은 맛이었어요  그리고 음식이 참 깔끔한게 위생도 좋은거 같아요 번창하세요!!,상민,5,5,8
국민우유집-마포점,"국민 초코 生 우유/1(사이즈 선택(투명캔 우유가득（얼음없이）（大）)),통통~마시는수박!/1(사이즈 선택(（투명캔）통통~수박!（大）))",이집 수박주스에 중독돼서 내친구 구로디지털단지에서 우리집까지 와서 이거 주문해서 먹고 다시 가기를 3번째,상민,5,3,7
국밥여행-영등포점,"살코기국밥/1,매콤찰순대/1",용기에 부어먹는것 포기하고 그냥 비닐째로 뜯어 먹었습니다. 군대 비닐밥 먹는것 같아서 좀 그렇긴 하네요. 그래도 맛과 양은 어느 국밥집보다 훌륭합니다. 리뷰서비스는 요청드리지 않았는데 레쓰비 한 캔 넣어주셨네요. 감사드립니다만 저는 카페인을 먹으면 안됩니다..ㅎㅎ 마음만은 감사했습니다.,상민,5,5,8
국밥여행-영등포점,얼큰이국밥/1(음료 추가 선택(생수 2L)),"뜯어먹기 어려운 포장법을 사용하시네요. 뜨거운 국물이다보니 일반 가정집에서 쉬이 부어먹기 어려운 점을 고려해주었으면 합니다. 오른손 화상입고 상의는 세탁기로, 안경과 마루까지 튀었습니다. 평소같으면 이런 포장법을 쓰는 집은 재방문조차 하지 않으나.. 리뷰 서비스로 식혜도 주셨고, 맛과 양도 좋은 편이라 아쉬움이 남네요. 다른 가게들..흔히 잔치국수 포장판매 하는 가게들 참고해서 포장법을 개선하는게 어떨지요. 경험상 플라스틱 용기에 국을 직접 담고 위에 비닐 한장 끼어서 뚜껑덮는것 만으로도 충분합니다.",상민,5,1,6
국밥여행-영등포점,"국밥메뉴 택1＋사이드메뉴 택1/1(국 메뉴 선택(돼지국밥),사이드 메뉴 선택(수육)),돼지국밥/1,살코기국밥/1,공기밥 추가/3",국밥 맛있고 양도 많고 좋은데 사진은 바로 버려서 못 찍었지만 중간에 플라스틱 같은 작은 줄? 같은게 나왔네요 그냥 빼고 먹긴 했지만 다음부터 조심해주세요 ㅎㅎ,상민,0,0,9
국수나무-목동1호점,"소치정식（메밀소바＋미니치즈돈까스）/1,국수나무돈까스/1,고고제육면/1",처음 시켜봤어요.  전체적으로 양은 넉넉한 편입니다. 소바는 맛 무난하게 괜찮아요. 돈까스는 좀 느끼해요ㅜㅜ 특히 소바세트로 온 치즈돈까스는 종이 용기에 담겨있는데 수분이랑 기름기가 바닥에 그대로 남아서 돈까스 밑면이 축축해요. 바닥면에 요철이 있는 플라스틱 용기가 낫지않나 싶어요. 돈까스 소스랑 샐러드 드레싱이 넘 적어요ㅠㅠ 반면에 김치랑 단무지는 엄청 많이 주셨네요.  잘먹었습니다.,상민,3,3,4
국제해물떡볶이와불닭발,"A세트（국제떡볶이or오뎅＋떡＋오뎅＋비엔나＋계란2＋쿨피스 450mL）/1(떡볶이 선택(오뎅),매운맛(순한맛),사이드 메뉴 선택(주먹밥 10개（강추!!）))",일단 오뎅이 다 뿔어서 올 정도로 배달이 넘 느려요.   같이 먹으면 맛잇다고 한 주먹밥은 간이 하나도 되어잇지 않은 그냥 김에 밥 비벼서 주먹밥을 만든건지 특색도 없고 가끔 돌보다 딱딱한 굳은 쌀이 씹혀서 불쾌합니다.    가장 충격적인건 먹고있는데 오뎅과 함께 붙어잇는  머리카락이네요. 오뎅도 다섯개 밖에 못먹엇는데 다버려야해요.   맛은 사실 그냥저냥 이렇다할 맛이 있는게 아닌 그냥 떡.복.이  위생은 무조건 빵점이구요.  두번 먹으라고 한다면 그럴 일은 없을 것 같네요.  바로 조리해서 주신건지 따듯한건 좋앗어요,상민,1,1,0
군자대한곱창-방이점,싱글 세트（모듬곱창195g＋깍두기볶음밥200g）/1,곱창은 대한곱창이징 어디가서 먹음 .. 대한곱창 모르던 시절이 더 그리울지도.. 내 지갑 털털 ㅋㅋ 근데 여기 처럼 고기 퀄 좋은 곳도 없어서 딱히 딴데에서 안먹움,상민,5,3,7
군자대한곱창-방이점,싱글 세트（모듬곱창195g＋깍두기볶음밥200g）/1,언제 먹어도 맛있는거 같아요~  기름기만 있으면  촤르르륵 목에서 미끄러져 내려가 버리는 것..  이러니 자주 시켜 먹게 돼 안돼 ~  완전 통장털이범이야 아주~,상민,5,3,7
군자대한곱창-방이점,"모듬곱창（곱창＋대창＋막창＋염통）/1(사이즈 선택(大（600g）)),깍두기볶음밥/1",곱창속에서 머리카락 나왔어요..처음에 나왔을때는 그냥 넘어가려고 했는데 머리카락이 두개가 나와서 주의를 해주셨으면 해서 이렇게 리뷰남깁니다.. 앞으로는 신경써주시면 좋겠습니다..,상민,0,0,9
굴마을낙지촌-영등포점,낙지덮밥/2,배달 73분 걸림. 음식에서 머리카락 나옴. 코로나 때문에 가뜩이나 민감한데 머리카락 보고 구역질 나서 음식 그냥 다 버림. 최악. 비추.,상민,0,0,9
굴마을낙지촌-영등포점,"낙지덮밥/1,해물순두부/1",음식으로 쥐불놀이라도 하셨는지 엉망진창이 되어서 왔습니다. 해물순두부 국물은 다 넘쳐서 비닐봉지를 가득 채우고 밥이랑 반찬 용기를 더럽혔습니다. 보기에 좋은 떡이 먹기도 좋다는데 분면 이건 보기에 좋은 떡은 아니죠? 다음부턴 신경 써주셨으면 좋겠지만 저희는 시켜먹을 일 없겠습니다.,상민,3,1,3
굽네치킨&피자-광장점,갈릭마왕（순살）/1(사이드 메뉴(에그미니 타르트)),처음에는 정말 맛있게 먹었어요..근데 먹다보니 맨 밑에 이상한 이물질이..ㅠㅠ그냥 머리카락이면 어차피 절반정도 먹어버려서 떼고 그 부분만 안먹으려고 했는데 머리카락도 아닌것같아 비위가 상해서 그냥 버렸습니다ㅠㅠ배달이야 이벤트중이라 늦는건 상관없었는데 그래도 위생은 신경써주세요ㅠㅠ..,상민,0,0,9
굽네치킨&피자-방배4동점,굽네 볼케이노 순살/1,빨간색 플라스틱 용기가 아니라 약간 아쉽습니다! 빨간색 용기에 담으면 소스도 약간 있고 밥도 비벼먹기 쉽기 때문이죠! 계란은 bd,상민,3,1,3
굽네치킨&피자-삼전점,굽네 고추 바사삭 순살/1,다 좋았는데 기름을 덜 제거했는지 기름이 한가득이라 좀 눅눅해졌더라구요ㅠㅠ 기름을 한번이라도 털어 조금 더 바삭함을 유지했으면 좋겠습니다 그래도 닭은 확실히 촉촉하니 맛있게 먹었습니다^^,상민,3,3,4
굽네치킨&피자-상왕십리역점,굽네 오리지널/1,치킨 양념도 잘 되어있고 친절하세요. 가게도 깨끗하니 위생걱정없어요. 요구사항도 잘 들어주셔서 만족합니다.  소스 2가지 챙겨주시고 콜라도 무료예요^^,상민,5,5,8
굽네치킨&피자-서교점,"고추바사삭,（순살）/1",음식은 맛있게 잘먹었는데 철수세미 조각 같은게 나왔어요 좀 더 신경써주세요ㅠ,상민,0,0,9
굽네치킨&피자-서초3동점,"굽네 오리지널/1,굽네 고추 바사삭/1",굽네 고추바사삭치킨이 평이 좋아서 시킴 너무 맵지 않고 좋습니다  맛이 별2개인 이유는 맛과 위생에 있지는 않습니다  닭의 컷팅은 본사에서 하는지 지점에서 하는지 알 수는 없으나 유리조각같이 작은 닭뼈가 고기안에 있는 양이 너무 많습니다.   살을 발라먹어도 으적으적. 순살을 시키십시오 차이는 순살이 일반 뼈대비3000원 가격차이가 있읍니다,상민,3,3,4
굽네치킨&피자-신대방점,굽네 볼케이노 순살/1(사이드 메뉴(마그마 소스 추가)),꺼내면서 손에 양념 다 묻었다. 치킨무 용기도 양념범벅. 배달부가 상자를 세로로 세운 채로 비닐에 담아서 놓은거 보고 놀랐다.,상민,3,1,3
굽네치킨&피자-신대방점,"고추바사삭,（순살）/1(사이드 메뉴(웨지감자))",처음 받았을때 머리카락이 나왔지만 너무배고팠고 시간도 오래걸려서 그냥 먹으려고 했는데 튀김부분에 진득하니 붙어있어서 전화드렸더니 바로 교환해주신다해서 감사한 마음으로 기다렸습니다 주소를 잘못 전달하셔서 더 지연되다보니 처음받았을때보다 식어있는 상태고 약3시간만에 치킨을 받았네요 같이 주문한 감자튀김을 먹으면서 기다리다보니 이미 배는 불러서 치킨은 거의 먹지 못했습니다,상민,0,0,9
굽네치킨&피자-신도림점,"굽네 오리지널 통다리/1,고추바사삭,（한마리）/1,고블링 소스 추가/2,배달생맥주 1000ml¸¸/1",진짜.. 제가 왠만하면 이런 리뷰 안남기는데 ㅜㅜ 덜익고 설익고 그래서요  제가 더 익혀먹어야하는건가요?.. 휴 맥주도 안가져다주시고 7시반주문 전화하니 바쁜거 지나가고 연락주신다하고는 10시 30분 현재시간 제가 전화할때까지 연락도없고. 저 어디서 뭐먹고 이렇게 화내거나 뭐라한적이없어요. 음식에 이물질이 나와도 그냥 얘기만하고 빼고 먹는 사람인데 이렇게 덜익고 고추바사삭 을 시켰는데 고추 초눅눅이 왔네요. 닭은 커요. 그게 끝입니다. 왜이렇게 화가나죠? 먹고 속도안좋아요 제가 이상한건가요 ㅡㅡ 업주님도 대처를 그렇게해도되나요?,상민,0,0,9
굽네치킨&피자-신정2동점,"굽네 시카고 딥디쉬 피자/1(바게트볼 추가(바게트볼（갈릭크림）1개),사이드 메뉴(피클（피자）))",맛도 있고 배송도 예상시간보다 빨리 왔는데.. 원래 소스를 이렇게 넣어주시나요..?  좋은글 써 드리고 싶은데.. 저쪽은 못 먹을거 같아요.. 위생 적이지 않은거 같아요.. 그리고 갈릭 브래드는.. 원래 이렇게 새까매요..?,상민,3,3,4
굽네치킨&피자-잠실본동점,"고추바사삭,（한마리）/1",포장하러갔는데 비닐장갑도 챙겨주시고 아주 친절하셔서 기분 좋았어요!,상민,5,5,8
굽네치킨&피자-종로4가점,"굽네 오리지널/1,굽네 불닭발¸¸/1",배달도 빨리 왔어요! 근데 ㅠㅠ 비닐장갑 안넣어주셔서 좀 아쉽긴하지만 너머너무 맛있었어요,상민,5,3,7
굽네치킨&피자-충무로점,"고추바사삭,（순살）/1","다 좋은데 배달기사님 도착하셔놓고 왜 문앞에서 5분 넘게 계시다가 그제서야 배달완료문자 보내고 가시는건가요..? 5분동안 비닐 부스럭대는소리, 폰 타자치는소리만 들렸어요ㅠㅠ",상민,3,1,3
굽네치킨&피자-화곡1동점,"고추바사삭,（순살）/1",매번 너무 맛있게 잘 먹었는데 오늘 치킨에서 수세미가 나왔어요.. 신경 써주세요..,상민,0,0,9
굽스굽스석쇠불판-잠실점,"고추장불고기 小/1,공기밥/1,주먹밥/1","예전에 맛있게 먹은 기억때문에 오랜만에 주문했고, 맛있게 먹던중..고기더미 아래 용기측면에서 벌레개미로  추정를 발견했습니다.ㅜㅜ 그 후로..검은 깨조차 또다른 벌레일까봐 찜찜해서 식사를 중단해야했던.. 고기 냄새도 안나고 불맛도 나서 맛있는데요..맛만큼 위생에도 신경을 좀 쓰셔야 할것 같습니다.ㅜㅜ",상민,0,0,9
귀한족발-직영점,오늘삶은국내산족발＋생과일막국수/1(사이즈 선택(中)),식지말라고 따뜻한 물을 비닐에 넣어주신거보고 감동 받았어요! 맛있게 잘 먹었습니다,상민,5,5,8
귀한족발-직영점,보쌈 1.5人/1,보통 진짜맛있거나 문제있을때만 리뷰쓰는데 진짜 맛있어요. 위생걱정때문에 배달 못시켜먹겠다는참에 이런 집을 보네요. 재료손질 깨끗하게 하시고 보쌈도 촉촉하니 너무 맛있고 막국수는 보통 떡져서 뭉탱이로 오는데 여긴 양도 적당하니 면이 붙어있지않고 맛있네요! 찜합니다~,상민,5,3,7
그냥아무거나디저트카페,"인삼라떼/1(HOT or ICE 선택(ICE)),흑임자라떼/1(HOT or ICE 선택(ICE)),단호박식혜/1","목도 마르고 달달한 음료가 마시고 싶어서 주문해봤어요.   플라스틱 캔에 담겨온 게 너무 신박했어요. 냉장고에 놔두기도 더 편할 것 같았구요. 흑임자 라떼가 땡겨서 주문했는데, 단호박 식혜랑 인삼라떼도 맛있을 것 같아 같이 주문했습니다!  흑임자 라떼 고소하고 맛있었어요 흑임자 덕후인 저는 한입 하자마자 드러누웠답니다. ㅇ 인삼라떼는 독특했어요! 덜 달게 해달라고 부탁드렸는데, 인삼의 향이 더 잘남아서 좋았던 것 같아요. 단호박 식혜도 단호박의 풍미가 진하게 나서 에어컨 틀어두고 방에서 시원하게 마셨답니다.  식후감",상민,5,5,8
금룡-한양대점,삼선간짜장/1,50분 걸릴 예정인 배달이 30분만에 도착한건 기쁜 오산.  비닐 벗기자마자 보이는 면 위에 올라간 튀긴듯한 계란후라이.  아쉽지 않을정도로 들어간 새우 오징어. 이것이 삼선간짜장이다희망편,상민,5,5,8
금문중화요리-본점,1人set（찹쌀탕수육＋짬뽕）/1,짬뽕 땅겨서 시켰어요 시원하고 맛납니다 탕수육은 위에 비닐을 안찢어주셔서 좀 눅눅했지만 잘 먹었습니다,상민,5,1,6
길동우동-봉천역점,"길동김밥/2,길동우동/1,잔치국수/1",리뷰보고 시켰는데 진심으로 쓰지않은거 같아 나쁜분들 같다 자기들만 시켜먹기 위한..  우동집을 가장한 김밥 맛집 대왕김밥이 고작 3천냥? 혜자다 배달이라고 면 음식 걱정? 하지마세요 매장에서 바로 드시는듯하게 옵니다 육수따로 면따로  면도 안뿔었네요 이것도 엄청난 노력을 하셨을듯 잔치국수 고명 장난아닙니다 그리고 육수 비닐에한번 그리고 포장으로 한번해서 보내주십니다 혹 전자렌지 없는 곳 생각하신듯 어제 소주5병마시고 잔치국수와 김밥한줄로 해장잘했습니다 꼭 찾아가서 먹고싶네요 우동은 오후에 ^^ 아 멸치육수 진국요  주문하세요 꼭~,상민,5,5,8
길우동,"쫄면/1,수제돈가스/1,잔치국수/1",수세미져? 그것말고는 추측되는게없는데,상민,0,0,9
길우동,"수제돈가스/1,김밥/1",돈까스는 양과 맛이 괜찮고 김밥은 길동우동과 거의 동일사이즈 구성으로 무난합니다. 건의를 드리자면 봉지에 담긴 국물이 열로인해서 돈까스뚜껑을 쭈글하게 손상시켜요사진참조. 국물은 양을 줄이고 작은 플라스틱용기에 담고 김밥은 은박지보다 길동우동처럼 종이에 싸주는 것이 훨씬 만족도가 높아지지 않을까 생각합니다,상민,5,1,6
길우동,"비빔국수/1,김밥/3",지난 근 이주동안 길우동에서만 주문해서 먹었던것 같아요. 맛있게 잘 먹다가 오늘 비빔국수에서 머리카락 나왔네요. 것도 머리카락이라고 하기엔 요상한 털.  것도 제가 발견한개 아니고 남편이 발견하는 바람에 아주.. 사진까지 찍고 싶진 않아서 리뷰에만 남깁니다.  길우동 이전하기 전부터 먹었었어요.  한번도 이런거 나온적 없었는데 많이 실망한건 사실입니다. 청결에 신경쓰셔야할 것 같아요.  너무 맛있게 먹어왔던 매장이라 남깁니다.,상민,0,0,9
